State Name,Constituency Type,No Of Seats,Electors - Male,Electors - Female,Electors - Third Gender,Electors - Total,Electors - NRIs,Electors - Service,Voters - Male,Voters - Female,Voters - Third Gender,Voters - Postal,Voters - Total,Voters - NRIs,Voters - Poll %,Rejected Votes (Postal),Evm Rejected Votes,NOTA Votes,Valid Votes Polled,Tendered Votes
Manipur,Total,2,999424,1041872,251,2040396,0,22169,764607,812877,116,17058,1613553,0,77.0,4819,7288,11233,1597308,12
Kerala,SC,2,1271725,1417171,21,2667415,2553,9792,888820,982000,8,31477,1907683,9,70.0,4570,0,22159,1873668,21
Himachal Pradesh,Total,4,2923949,2833965,35,5658020,35,65510,1988615,2044387,27,82055,4077886,0,71.0,9610,1650,23470,4075466,33
NCT OF Delhi,SC,1,1380086,1181630,267,2562303,27,1884,811881,669075,64,4830,1513188,0,57.0,322,2737,8820,1500925,17
Telangana,SC,3,2574123,2575881,531,5219646,336,3495,1756201,1784055,139,40418,3566726,0,69.0,1610,3587,18334,3506512,9
Andaman & Nicobar Islands,GEN,1,163352,149227,4,311179,0,599,103886,97680,2,593,203891,0,65.0,83,0,1809,197270,0
West Bengal,Total,41,39095646,37991889,1757,74992893,220,116897,29814155,29879304,566,296083,59502362,0,79.0,43588,27011,532262,58956158,263
Dadra & Nagar Haveli and Daman & Diu,Total,2,217508,200699,0,415550,65,23,148470,147944,0,527,298612,0,71.0,74,0,6092,289319,3
Uttar Pradesh,GEN,63,65135412,55754260,5417,119958189,796,242000,36250945,32727520,732,218443,70204675,0,58.0,28743,39942,480844,67672242,1081
Jharkhand,GEN,8,8427653,7816256,367,15930739,120,25630,5230284,5397532,144,104379,10662032,0,67.0,6631,15639,91701,10595142,7
Ladakh,GEN,1,97395,91818,0,192429,0,5737,64566,65874,0,3031,135916,0,72.0,137,0,929,136384,0
West Bengal,ST,2,1788204,1775999,80,3539662,1,7714,1414717,1430388,26,15560,2957916,0,81.0,1969,1750,37745,2829902,34
Jharkhand,ST,5,3740639,3790002,58,7503280,7,14430,2516957,2674133,18,56181,5322855,0,71.0,3726,9863,79580,5183938,3
Chhattisgarh,SC,1,1020673,1033307,27,2019209,0,2222,703950,693293,16,5862,1403222,0,68.0,839,1855,5045,1362683,23
NCT OF Delhi,Total,7,8307515,6981835,1234,15282460,663,12544,4789278,4096077,343,26915,8987578,0,60.0,2113,3430,45357,8902448,130
Andaman & Nicobar Islands,Total,1,164134,150662,4,317058,0,598,105969,94794,2,616,204639,0,63.0,82,0,1832,197334,0
West Bengal,GEN,30,27667163,26419195,1300,53331522,212,75252,20908489,20905395,414,197753,42798786,0,78.0,28474,17616,345677,41511028,176
Himachal Pradesh,Total,4,2868094,2789037,35,5716636,34,66358,1994913,2051368,27,80495,4092865,0,71.0,9653,1648,23443,4076645,33
Dadra & Nagar Haveli and Daman & Diu,GEN,1,68396,67384,0,134315,64,12,44306,48119,0,168,93910,0,70.0,38,0,963,90370,3
Telangana,Total,17,16724884,16692892,2758,33804732,3454,15966,10828574,10839658,842,215730,22147140,3,66.0,8954,14383,102175,21818809,69
Uttar Pradesh,SC,17,17333880,15388340,1212,32121019,64,55970,9917805,8579971,134,58841,18724054,0,58.0,9559,7976,153808,18552717,3
West Bengal,ST,2,1804156,1770203,80,3627196,1,7797,1429006,1475726,27,15671,2964968,0,82.0,2026,1725,36989,2920970,33
Tamil Nadu,SC,7,5577457,5616210,1380,11358981,323,7691,3939842,4138242,436,52751,7948800,0,73.0,8385,23969,94342,8075805,80
Karnataka,SC,5,4612427,4630736,914,9528570,26,4603,3427594,3234388,204,28143,6695540,0,71.0,3745,1144,33210,6625928,25
Jammu and Kashmir,GEN,5,4606572,4209997,169,8694324,0,76154,2728409,2442876,52,51967,5152155,0,60.0,7998,3549,34492,5042724,13
Andhra Pradesh,GEN,20,16311237,16845698,2942,33932035,6877,55140,13288681,13677631,1359,404303,27643151,199,83.0,32959,74888,296812,26397022,170
West Bengal,GEN,31,27410728,26839724,1323,54018195,209,75883,21142520,21361240,400,198251,41700706,0,77.0,29218,18065,344772,41834402,176
Chhattisgarh,ST,4,3398451,3472668,153,6688618,3,10388,2596087,2640122,73,16439,5201515,0,76.0,2774,2230,97444,5086237,47
Manipur,ST,1,514447,528669,35,1031339,0,12197,394498,404295,10,6095,814537,0,77.0,580,2466,7115,784511,0
Bihar,Total,39,41253473,36241090,2215,76201540,88,171066,21162363,22267717,138,162496,44045161,0,57.0,23183,9132,894649,42684766,1
Chhattisgarh,Total,11,10415101,10253277,727,20831220,15,20386,7537521,7653847,216,43426,15038088,0,72.0,6132,16612,138007,15145138,213
Madhya Pradesh,ST,6,6001274,5826882,193,11731663,4,7221,4429776,4204866,106,22921,8534454,0,71.0,4003,429,124342,8312359,41
Bihar,Total,41,40330857,36339024,2245,76086949,89,167655,21653610,22192778,138,161681,43391975,0,56.0,23003,9061,887505,43364984,1
Puducherry,Total,1,482410,545401,153,1013178,371,330,375616,421759,106,3748,827311,20,79.0,261,3253,9732,813832,5
Kerala,SC,2,1311867,1403016,21,2657811,2512,9807,878984,958260,8,30692,1902045,9,72.0,4664,0,21513,1859478,21
Arunachal Pradesh,Total,2,435980,450801,5,909858,0,5807,332779,364987,2,37114,733123,0,81.0,3892,1177,7292,729189,305
Tripura,Total,2,1439285,1424437,68,2921054,0,10637,1180775,1158765,39,33869,2350943,0,83.0,3929,754,33242,2284124,2
Goa,Total,2,563470,615768,12,1163243,83,302,431084,467656,9,11009,922086,0,77.0,903,0,11390,900598,22
Goa,GEN,2,565164,613544,12,1161986,84,300,434706,472420,9,11410,893736,0,76.0,896,0,11161,911816,22
Lakshadweep,Total,1,29563,28354,0,56927,0,167,24456,24500,0,620,49930,0,84.0,47,0,135,49761,1
Assam,SC,1,685727,693322,24,1382969,0,4916,548452,539224,6,8257,1075909,0,80.0,1542,0,12892,1092141,0
Manipur,ST,1,528483,533599,35,1040017,0,12385,390486,400076,10,6007,795710,0,76.0,565,2380,7125,801147,0
Madhya Pradesh,SC,4,3946996,3574694,167,7507658,13,19210,2671399,2195205,81,17575,5005557,0,65.0,2525,1187,39737,4852666,21
Haryana,SC,2,2074503,1866600,119,4021294,146,10620,1430316,1221456,27,8116,2681674,3,68.0,3058,0,10653,2661896,39
Uttar Pradesh,GEN,62,66203474,56728401,5423,123619069,807,242168,37069876,32168401,714,219695,69434756,0,58.0,28395,39017,490677,69323175,1089
Odisha,ST,5,3754666,3858326,697,7815009,37,9321,2894794,3039664,206,36132,6085439,0,78.0,7066,18314,144172,5873309,521
Jharkhand,GEN,8,8154448,7808555,357,16176197,119,25090,5242270,5303147,144,108126,10401751,0,66.0,6719,15650,92510,10449238,7
Sikkim,GEN,1,233678,231366,3,459585,0,2499,187148,186994,2,18424,387433,0,85.0,2645,1022,2534,376340,16
Maharashtra,GEN,39,39520780,35582336,4935,74793984,4851,96478,24776504,21217103,1244,199926,45792575,17,60.0,24122,33244,332230,45459300,3733
Andhra Pradesh,SC,4,3170386,3324662,388,6296439,1121,9517,2684949,2730577,154,77238,5351622,0,84.0,5225,14936,56069,5432358,74
Madhya Pradesh,ST,6,5912148,5808599,194,11876650,4,7164,4397539,4236460,105,23743,8677836,0,73.0,4041,423,122735,8423643,40
Punjab,GEN,9,7947460,7001680,566,14864519,1328,77824,5125988,4549927,197,48499,9806424,8,63.0,8223,2458,44053,9720713,32
Andhra Pradesh,SC,4,3146790,3236787,382,6463368,1109,9428,2605423,2753702,149,75049,5315411,0,84.0,5149,14767,55983,5394966,76
Assam,Total,14,12422565,12278740,396,24224113,19,65290,9889558,10018750,74,123846,19809272,0,82.0,19663,39072,237289,19807917,121
Tripura,GEN,1,745709,719134,56,1455093,0,6006,601587,599280,35,20359,1218947,0,84.0,2980,0,14843,1206205,0
Punjab,GEN,9,7845570,7149392,578,15126194,1320,76778,5058239,4463877,198,47554,9675961,8,64.0,8361,2445,42779,9681688,31
Madhya Pradesh,ST,6,5905312,5798628,196,12027764,4,7371,4463632,4181668,105,23113,8455015,0,71.0,4023,427,122519,8442122,40
Andhra Pradesh,Total,25,20086139,21298519,3398,41399346,7975,68894,16358004,16899773,1491,510416,34441022,197,83.0,39355,90218,400249,32998032,251
Jharkhand,ST,5,3762863,3826233,57,7405058,7,14065,2512926,2753677,18,55818,5418481,0,71.0,3747,9734,79677,5194594,3
Madhya Pradesh,SC,4,3949149,3648897,168,7518206,13,19158,2734123,2199902,82,17272,4977419,0,67.0,2566,1193,38925,4808768,21
Madhya Pradesh,ST,6,5914378,5831692,194,12090842,4,7307,4343529,4193521,103,23282,8474631,0,72.0,4141,416,123128,8369242,40
Puducherry,GEN,1,480803,550251,153,1015237,369,328,380759,427752,105,3747,795300,20,78.0,254,3188,9728,789915,5
Ladakh,Total,1,96723,91689,0,189323,0,5700,65884,66092,0,3044,133422,0,72.0,136,0,903,135803,0
Himachal Pradesh,GEN,3,2206813,2118955,23,4308668,23,56988,1470080,1577612,19,68803,3093221,0,70.0,8593,1137,17530,3036354,25
Kerala,GEN,18,12072829,12980837,340,25446346,89004,47407,8544655,9516824,141,226898,18071020,2663,73.0,29723,19121,134933,18196188,562
Odisha,ST,5,3828347,3915574,693,7810869,37,9247,2962355,3029575,207,36964,6113597,0,79.0,7168,18227,143162,5896753,534
Dadra & Nagar Haveli and Daman & Diu,GEN,1,67294,66312,0,135456,64,12,45562,47389,0,167,90896,0,69.0,38,0,983,91138,3
Andhra Pradesh,SC,4,3203180,3225285,381,6495942,1124,9605,2677809,2684245,152,75855,5355462,0,84.0,5289,14964,55863,5399279,76
Tripura,GEN,1,740575,729034,55,1486061,0,5987,603391,587596,35,20589,1218116,0,84.0,2997,0,14529,1174136,0
Madhya Pradesh,ST,6,5999898,5941869,195,11862917,4,7178,4394949,4197147,106,23008,8674173,0,72.0,4118,424,122909,8619262,41
Sikkim,Total,1,238831,233479,3,465539,0,2534,186110,182605,2,18543,392302,0,83.0,2654,1008,2501,385119,16
Assam,SC,1,690188,697684,24,1360877,0,4960,540970,538771,6,8230,1091842,0,81.0,1509,0,12943,1085402,0
West Bengal,Total,41,38276196,38015321,1806,75737601,220,115892,30857062,30085737,558,287321,60168344,0,79.0,43298,26543,530748,60001814,254
Tamil Nadu,Total,40,30931133,31643334,8630,62188233,3463,71632,21355124,21984265,2733,310503,44109232,0,69.0,45300,49993,475770,42368227,342
Andhra Pradesh,GEN,20,16432170,17099933,2897,33087815,6715,56970,13038708,13826547,1330,410837,27010359,194,83.0,32829,74995,295448,27028707,171
Karnataka,SC,5,4769186,4672820,902,9292719,26,4679,3324689,3303000,204,28257,6708055,0,71.0,3804,1145,32724,6765589,25
Haryana,SC,2,2072275,1881083,117,3996047,144,10401,1423999,1245365,27,7932,2686442,3,69.0,3085,0,10427,2716557,38
Telangana,Total,17,16565796,16629296,2755,33709373,3459,16225,11077090,11006728,834,219882,21930931,3,67.0,9027,14728,105064,21619709,70
Jharkhand,GEN,8,8138360,7949380,365,15929600,122,25730,5129353,5281037,140,106952,10622364,0,66.0,6710,15654,92515,10583705,7
Andhra Pradesh,SC,4,3169973,3248739,385,6306439,1146,9407,2626362,2683281,151,76403,5453050,0,83.0,5116,15185,55803,5345351,76
Rajasthan,Total,25,27803295,26143208,638,53810976,290,139999,17203477,15826597,333,373037,33092100,0,61.0,42846,3616,282997,33082913,672
Madhya Pradesh,Total,29,29005028,27499937,1235,56895525,109,73925,20446368,18024666,565,124510,37911034,0,66.0,23359,8934,533062,37948556,160
Odisha,SC,3,2555320,2417536,399,5015196,24,8789,1881419,1864655,73,24486,3750154,0,74.0,2701,8927,16950,3682162,24
Rajasthan,ST,3,3292422,3082574,45,6289734,74,4639,2134708,2032035,17,38532,4237868,0,67.0,2613,0,50651,4235003,87
Arunachal Pradesh,GEN,2,441867,461307,5,906022,0,5704,326284,365203,2,38003,733626,0,81.0,3892,1189,7257,705634,307
Karnataka,Total,27,27687634,27692004,5083,53923496,3211,47453,19125323,19107536,1096,181191,39454622,0,70.0,28604,13672,222246,38807840,163
Karnataka,GEN,21,20792780,20494415,3553,41569798,3054,41431,14555332,14357960,774,140161,29616886,0,71.0,23532,8167,166419,29457331,137
Bihar,GEN,34,34163700,31528585,1957,65950051,60,149634,17955116,18877762,115,134141,37793264,0,57.0,18411,8448,722195,37010941,1
Madhya Pradesh,ST,6,5893693,5792699,194,11718036,4,7382,4389420,4119653,104,23157,8504744,0,72.0,4078,419,124632,8433569,40
NCT OF Delhi,GEN,6,6960580,5884403,958,12431248,629,11055,4090200,3354274,277,22122,7559450,0,58.0,1748,642,36094,7484674,110
Tamil Nadu,Total,39,31195332,31757843,8375,61526496,3460,71413,21586409,22429218,2718,310657,43405726,0,71.0,46579,49718,460236,43554808,344
Assam,GEN,11,10347761,10240215,355,21034372,19,49750,8485481,8543366,63,99250,17316509,0,83.0,15296,23398,200574,16789350,118
Rajasthan,Total,25,27771443,25982897,640,53902569,288,141213,17559322,15475968,333,380733,33804998,0,62.0,43775,3668,284527,32936655,674
Assam,GEN,11,10341331,10418126,347,20952583,19,49840,8578432,8637471,63,96974,17039069,0,83.0,15296,23645,196054,16979240,117
Assam,ST,2,1195629,1216034,26,2423620,0,10884,954438,950869,6,18794,1909723,0,80.0,2661,15064,29765,1909620,6
Telangana,Total,17,16364065,16457384,2766,33780237,3508,15696,11089938,10703975,839,215101,21743600,3,67.0,8794,14466,103140,21483433,68
Jammu and Kashmir,GEN,5,4614595,4244171,163,8781731,0,75061,2702686,2364208,51,51728,5212503,0,59.0,8057,3481,35096,5085704,13
Manipur,GEN,1,486979,524883,216,982076,0,9516,367507,420221,105,11320,816560,0,80.0,4354,4864,3872,789965,12
Telangana,SC,3,2519477,2576271,538,5210980,335,3534,1758752,1787059,139,40939,3623881,0,69.0,1665,3559,18431,3619468,9
Dadra & Nagar Haveli and Daman & Diu,Total,2,213904,201353,0,424198,63,23,149963,144000,0,531,296745,0,72.0,74,0,6251,287927,3
Assam,Total,14,12336242,12245004,400,24198125,19,66663,9972966,9938790,76,125570,20207615,0,83.0,19938,38196,236491,19905488,121
Dadra & Nagar Haveli and Daman & Diu,ST,1,145814,133148,0,286702,0,11,108249,99875,0,364,205503,0,73.0,37,0,5231,201542,0
Andhra Pradesh,ST,1,760410,786862,112,1545707,23,2522,555463,574251,0,22910,1186786,0,74.0,1317,0,49580,1118235,2
Gujarat,SC,2,1926354,1810332,100,3723794,58,1175,1134264,905351,38,14820,2053267,0,56.0,1649,361,33021,2022316,8
Gujarat,GEN,19,19090747,17942735,1269,37255942,777,23695,12094005,9762527,387,249643,22086074,2,61.0,24877,9797,312867,21749465,98
Odisha,GEN,13,10753877,10445844,2399,21309974,136,32552,7806534,7497087,515,88542,15271691,0,74.0,13676,36642,166967,15130112,133
Lakshadweep,Total,1,28959,28913,0,58092,0,169,24176,24733,0,626,48350,0,84.0,48,0,131,49939,1
Chhattisgarh,SC,1,1030960,1035317,27,2032089,0,2230,683347,682222,16,5817,1415296,0,67.0,843,1895,5214,1382232,23
Sikkim,Total,1,236746,235790,3,475681,0,2526,188190,181084,2,18565,392781,0,83.0,2629,1004,2566,375315,16
Rajasthan,ST,3,3254928,3054524,45,6376282,73,4631,2112510,2033294,17,39033,4233042,0,67.0,2633,0,49698,4163082,88
Kerala,Total,20,13711492,14325002,370,28173169,90396,58534,9619325,10312100,150,259554,19895360,2703,72.0,33559,18536,160487,20163227,586
Bihar,GEN,33,34965204,30691404,1970,66394620,60,150166,18659315,18549519,116,131759,37392979,0,55.0,18439,8483,731682,36373996,1
Nagaland,GEN,1,651649,669767,0,1309283,0,7880,372130,387201,0,5931,764809,0,58.0,2434,3355,1672,764142,6
Gujarat,GEN,19,18925338,17641012,1280,36528253,790,24323,12042255,10007171,384,245362,22028354,2,60.0,25407,10109,315940,21547460,98
Lakshadweep,ST,1,29300,28525,0,57599,0,168,24751,24124,0,611,49133,0,85.0,46,0,131,48401,1
Tamil Nadu,SC,7,5459644,5728235,1364,11229587,323,7880,3932070,4041721,439,51772,7949040,0,73.0,8422,23956,92252,7926773,81
Punjab,SC,4,3328270,2991082,198,6347253,302,28691,2027292,1841690,84,16468,3864631,5,60.0,1258,0,23963,3933281,9
Chhattisgarh,Total,11,10461406,10436068,744,20792143,15,20509,7455075,7470404,220,43648,14789477,0,72.0,5947,16114,136455,14695678,214
Grand Total,Grand Total,537,500692002,484426276,47556,974858370,119657,1926877,331769352,317435301,12840,4197464,652555774,3004,66.0,527784,524387,6457613,630949484,9822
Tripura,GEN,1,739852,729543,57,1488815,0,5932,594306,602280,35,20141,1227759,0,82.0,2914,0,14328,1186640,0
Telangana,SC,3,2550545,2629917,530,5207387,336,3579,1760705,1736728,135,41012,3644647,0,69.0,1609,3482,18728,3600240,9
Andaman & Nicobar Islands,Total,1,163603,150162,4,321021,0,607,107428,97057,2,608,199125,0,65.0,84,0,1800,198044,0
Tamil Nadu,GEN,32,25494425,25547640,7042,51270030,3072,64031,17175647,17991097,2288,261306,36262674,0,70.0,37843,25015,378811,35557686,254
Madhya Pradesh,SC,4,3840705,3537256,170,7526452,13,18807,2737804,2254389,80,16992,4871800,0,66.0,2592,1196,38805,4847200,21
Goa,GEN,2,570252,610499,12,1194947,83,298,428449,457280,9,11330,903052,0,77.0,901,0,11250,902892,22
Nagaland,GEN,1,670567,669848,0,1314389,0,7766,384788,386533,0,6058,756101,0,58.0,2426,3352,1641,773415,6
Puducherry,GEN,1,484487,552131,149,1038308,361,329,372725,432670,105,3637,808345,20,79.0,253,3198,9772,790601,5
Himachal Pradesh,GEN,3,2217882,2140652,23,4303467,23,57781,1467139,1600778,19,69483,3166371,0,71.0,8733,1176,16895,3138247,25
Gujarat,GEN,19,19314335,17479429,1268,36485496,781,23579,11993439,9911097,385,249160,22004597,2,60.0,25374,9859,318961,21244473,95
Gujarat,GEN,19,18651349,17659936,1275,37441684,792,24227,11772227,9962225,379,253944,22181331,2,60.0,25084,9937,314269,21598586,97
Karnataka,ST,2,1941697,1946616,560,3967751,35,770,1343490,1330041,110,8316,2677878,0,70.0,1108,4170,17693,2620905,1
Uttarakhand,GEN,4,3695093,3299974,294,7178318,44,64090,2122452,1968385,84,69529,4151221,0,59.0,15123,6128,36153,4077034,23
Himachal Pradesh,SC,1,697981,652532,12,1330479,11,8306,502340,465590,8,11853,960030,0,72.0,863,490,5946,959065,8
Telangana,SC,3,2523212,2626121,543,5176381,329,3542,1776603,1771780,137,39987,3589015,0,68.0,1667,3590,18360,3496459,9
Kerala,GEN,18,12258645,12845071,346,24872800,87951,47943,8515460,9347007,143,225080,17956184,2633,72.0,29586,18457,137896,17743250,569
Grand Total,Grand Total,540,492724975,467232098,48177,988180670,118543,1928927,327706202,307011381,13257,4296019,641856205,3004,65.0,542496,520183,6440876,633458330,9556
Telangana,ST,2,1546237,1630274,193,3132216,104,3720,1157182,1177524,84,25478,2309552,0,75.0,1366,2075,18606,2322196,7
Kerala,SC,2,1263783,1381979,21,2702918,2541,9915,892358,951394,8,31681,1909917,9,70.0,4657,0,22101,1884756,21
Odisha,GEN,13,10614932,10401298,2376,20950577,133,31973,7631131,7764923,516,87765,15437238,0,75.0,14163,36122,166401,15370967,130
Assam,ST,2,1201893,1217189,26,2406454,0,10763,938926,982982,6,19208,1920015,0,80.0,2665,14832,30463,1917929,6
Assam,ST,2,1202174,1175009,26,2425401,0,10879,947608,960143,6,19065,1961923,0,82.0,2613,15081,30515,1928398,6
Haryana,GEN,8,8745909,7608501,342,16068584,598,99757,5675912,4715129,57,58528,10465999,34,65.0,11338,5343,33117,10466668,79
Gujarat,ST,4,3838737,3784650,79,7658561,43,2436,2687988,2460015,25,42393,5164106,0,66.0,3557,4861,110547,4998733,9
Maharashtra,SC,5,5019516,4548090,479,9420477,96,12490,3131529,2717866,139,20647,5857700,0,61.0,3509,3142,22376,5955684,224
Rajasthan,SC,4,4467759,3831645,135,8399481,14,18921,2525074,2083522,77,55851,4714152,0,57.0,7209,609,38558,4669222,55
Assam,SC,1,689289,691976,24,1360425,0,4892,550081,551898,6,8380,1091830,0,80.0,1550,0,12824,1084746,0
Maharashtra,SC,5,5021077,4579210,466,9750000,94,12685,3225450,2690769,141,20073,5874899,0,61.0,3476,3199,22299,6011636,220
Uttarakhand,GEN,4,3697481,3324886,292,6985564,44,64652,2106208,2034977,86,71191,4231258,0,60.0,14683,6234,35691,4202161,23
Telangana,SC,3,2536875,2570091,537,5241289,329,3607,1811288,1780566,139,41072,3651273,0,70.0,1645,3575,18462,3634815,9
Tamil Nadu,SC,7,5464012,5726441,1398,11298360,323,7908,3892421,4057625,423,52936,8166833,0,73.0,8475,24557,94031,7919801,80
West Bengal,Total,42,39281175,37614267,1766,76040249,221,115186,30791672,29419247,574,294333,59543649,0,79.0,43837,27341,534702,58928856,259
Telangana,SC,3,2542207,2628027,548,5117001,330,3591,1806317,1748197,139,40469,3593315,0,68.0,1670,3548,18796,3577439,9
Andhra Pradesh,GEN,20,16128327,16733312,2966,33650733,6776,55239,13212906,13642558,1360,410185,27202324,198,83.0,32457,75905,292020,27232503,171
Meghalaya,Total,2,1105014,1134297,3,2186855,5,3861,811445,886855,3,9348,1689221,0,75.0,1255,1800,16870,1701223,18
Madhya Pradesh,ST,6,5872098,5821658,192,11968011,4,7261,4322562,4242285,103,23015,8755359,0,72.0,3989,416,124062,8538789,40
Assam,ST,2,1210057,1205920,26,2372218,0,10865,947852,957046,6,19429,1931326,0,80.0,2671,14727,29784,1907216,6
Kerala,SC,2,1312397,1376286,21,2657476,2574,9900,883459,968334,8,31935,1855887,9,72.0,4600,0,21955,1881722,21
Andhra Pradesh,GEN,20,16546177,17016360,2971,33962995,6811,55280,13296740,13765023,1340,419323,27007186,194,83.0,33473,75733,302102,26510821,167
Manipur,GEN,1,492773,518431,216,985038,0,9559,380108,418242,105,11406,817693,0,79.0,4353,4750,3835,792304,12
Grand Total,Grand Total,545,503479615,470291122,49136,966727262,121594,1926689,330162479,315876159,13289,4288759,639870654,2995,66.0,535050,520319,6436491,649564755,9733
Kerala,SC,2,1300796,1415007,21,2635573,2582,10012,876666,960967,8,30850,1856661,9,70.0,4701,0,22113,1846856,21
NCT OF Delhi,GEN,6,6735603,5783622,967,12483487,614,10772,4070638,3415137,280,22168,7536184,0,59.0,1803,630,36465,7279223,113
Uttarakhand,SC,1,698838,643178,5,1362157,4,29435,305971,350777,2,21980,686003,0,49.0,6080,486,17273,657843,1
Assam,GEN,11,10622413,10502912,348,20439181,19,49528,8592929,8516830,64,99570,16934385,0,81.0,15798,24034,193842,17184185,118
Andaman & Nicobar Islands,GEN,1,167793,152988,4,319769,0,606,104714,97622,2,601,205302,0,64.0,83,0,1819,197948,0
Grand Total,Grand Total,538,501219672,468850961,48882,991968006,120908,1892419,330882740,308493958,12818,4343325,650197846,2903,66.0,536634,529564,6297778,633936817,9592
