State Name,Constituency Type,No Of Seats,Electors - Male,Electors - Female,Electors - Third Gender,Electors - Total,Electors - NRIs,Electors - Service,Voters - Male,Voters - Female,Voters - Third Gender,Voters - Postal,Voters - Total,Voters - NRIs,Voters - Poll %,Rejected Votes (Postal),Evm Rejected Votes,NOTA Votes,Valid Votes Polled,Tendered Votes
Kerala,GEN,18,12024438,13085236,350,25001921,86435,47326,8486992,9267509,140,226622,18430033,2624,72.0,29878,18787,137572,17612397,559
Assam,SC,1,680494,679540,24,1400827,0,4909,537939,541026,6,8465,1111845,0,79.0,1503,0,12586,1062394,0
Rajasthan,Total,25,27714659,25661433,625,54009192,287,142206,17543243,15538695,333,369637,32567862,0,61.0,44256,3564,274148,33011687,670
Jammu and Kashmir,Total,5,4613629,4308188,166,8645304,0,75812,2687225,2390436,51,51236,5103851,0,58.0,7991,3559,35349,5079239,13
Andaman & Nicobar Islands,Total,1,163459,151827,4,314753,0,605,107471,98210,2,611,204027,0,63.0,84,0,1829,198491,0
Punjab,Total,13,11543128,10377966,772,21361264,1587,104987,7259952,6352293,281,63196,13408725,13,63.0,9356,2444,65994,13310537,40
Andaman & Nicobar Islands,Total,1,167858,152096,4,315677,0,605,105386,97770,2,606,201483,0,63.0,83,0,1822,198202,0
Odisha,ST,5,3830332,3960466,680,7689978,37,9296,2972968,3072537,202,36775,5929398,0,79.0,6971,18401,141648,5858276,517
Tripura,GEN,1,745753,732246,57,1451326,0,6022,601133,581075,35,20637,1194145,0,81.0,2909,0,14535,1199013,0
Punjab,Total,13,11306114,10063788,767,21654972,1641,104009,7182564,6327614,284,64889,13726868,13,64.0,9555,2463,66039,13689538,40
Puducherry,Total,1,478438,539052,153,1007204,368,320,373111,421815,104,3740,795357,20,78.0,257,3296,9890,800284,5
Himachal Pradesh,GEN,3,2236099,2117272,23,4274175,23,57080,1486321,1594859,19,68499,3057679,0,70.0,8770,1166,17490,3096132,25
Arunachal Pradesh,Total,2,442529,450095,5,905358,0,5748,327865,354387,2,36677,721471,0,82.0,4041,1172,7103,716991,304
NCT OF Delhi,GEN,6,6895727,5760162,974,12751185,611,10665,4000838,3404287,283,22218,7553696,0,59.0,1743,650,36397,7544820,112
Ladakh,GEN,1,99591,91859,0,188576,0,5662,66779,66147,0,3042,137012,0,71.0,138,0,895,134335,0
Rajasthan,GEN,18,20074818,18474095,452,38499157,203,118305,12755398,11629709,237,278704,24643962,0,64.0,33019,3034,194045,23975973,530
Gujarat,Total,25,25131826,23056097,1474,48186059,874,27502,15777380,12992049,442,306360,29674377,2,61.0,30046,15174,457065,28254531,113
Lakshadweep,ST,1,29384,28156,0,58622,0,171,23965,24548,0,623,49922,0,84.0,47,0,132,49699,1
Ladakh,GEN,1,99596,93243,0,190298,0,5854,64328,68151,0,3021,135630,0,72.0,138,0,909,132618,0
Andhra Pradesh,SC,4,3184422,3200802,389,6424806,1144,9541,2609613,2659101,149,76494,5508744,0,85.0,5207,14900,54635,5395330,76
Karnataka,Total,28,27355295,26881096,5103,53877313,3121,46382,19128956,19439223,1078,175961,39076763,0,71.0,27770,13244,214088,39153335,164
Maharashtra,ST,4,3929287,3651204,278,7487005,229,7224,2715215,2429241,68,16325,5125017,0,69.0,1908,2613,61143,5117615,184
Arunachal Pradesh,GEN,2,447048,457723,5,898713,0,5657,334942,361537,2,37249,742743,0,82.0,3997,1195,7168,716539,312
Karnataka,Total,28,27506977,26832899,5111,54934741,3139,46642,19843530,19214285,1091,176353,38968950,0,72.0,28193,13584,218515,39275733,166
Lakshadweep,ST,1,29985,28842,0,57884,0,172,24668,24500,0,621,49347,0,85.0,47,0,132,48579,1
Chhattisgarh,Total,11,10351550,10278322,736,21083727,15,20564,7623374,7589577,223,44226,15025932,0,73.0,5951,16199,135140,14749097,210
Dadra & Nagar Haveli and Daman & Diu,ST,1,146099,136957,0,282792,0,11,106706,98655,0,375,205955,0,72.0,38,0,5120,199151,0
Karnataka,SC,5,4777950,4650654,923,9266193,26,4609,3435593,3354328,203,29074,6802702,0,72.0,3870,1115,33407,6585157,25
Rajasthan,Total,25,27498693,25891897,633,54544909,287,138381,17202889,15697703,329,370654,33477102,0,61.0,43449,3651,284951,32251016,677
Manipur,ST,1,513482,535142,35,1034916,0,12269,379932,400690,10,6066,815646,0,76.0,587,2406,7165,774553,0
Bihar,Total,40,40898453,36463114,2228,77973346,89,169809,21711699,21484220,138,164210,43799676,0,55.0,22822,9137,892937,43246003,1
Ladakh,GEN,1,99047,90474,0,190086,0,5838,65344,66032,0,3081,133496,0,71.0,137,0,930,133517,0
Telangana,Total,17,16689299,16983940,2763,33033139,3533,15708,11012504,11090177,830,215591,22328750,3,67.0,8866,14867,102598,21845423,68
Arunachal Pradesh,GEN,2,448291,450234,5,909842,0,5750,328977,361126,2,37380,723016,0,80.0,3957,1191,7258,718774,304
Goa,GEN,2,580166,605874,12,1162385,83,302,437085,459955,9,11096,897984,0,77.0,898,0,11161,883038,22
Tripura,Total,2,1441885,1407706,70,2906533,0,10733,1191194,1124879,40,33339,2312248,0,81.0,3929,760,33151,2322498,2
Odisha,GEN,13,10735318,10424490,2355,21179057,134,32796,7595848,7640035,519,91255,15518867,0,72.0,14087,37042,162113,15176685,131
Assam,GEN,11,10575274,10409971,361,20924307,19,49615,8575865,8418535,64,99933,16750589,0,84.0,15700,23493,197559,16595484,116
West Bengal,SC,10,9420988,9099352,392,18730538,9,31203,7858577,7571891,131,77104,15486304,0,83.0,13098,7282,141019,15421691,51
Odisha,SC,3,2542266,2484518,386,4981881,24,8474,1874731,1898091,71,24260,3763453,0,75.0,2678,8795,17000,3663214,24
Lakshadweep,Total,1,29485,28778,0,58894,0,168,24224,24844,0,626,49143,0,84.0,47,0,132,49723,1
Lakshadweep,ST,1,29163,28363,0,58228,0,169,24435,24059,0,626,48559,0,86.0,46,0,131,48261,1
Punjab,SC,4,3328557,3010479,202,6548273,309,28198,2043442,1847372,83,16261,3897705,5,61.0,1239,0,23893,3912141,9
Andhra Pradesh,Total,25,20183350,21072721,3410,40803850,7909,68508,16484069,16785018,1510,500830,33611227,193,80.0,39668,91554,400628,33347168,252
Jharkhand,ST,5,3722700,3761159,56,7549258,7,14144,2547516,2719649,18,57908,5331975,0,71.0,3730,9946,80465,5240783,3
Telangana,ST,2,1559383,1651693,190,3241543,104,3730,1156447,1184112,82,25081,2342994,0,73.0,1402,2080,18534,2283704,7
Nagaland,GEN,1,662386,656655,0,1323790,0,7777,373939,375825,0,5929,755998,0,57.0,2405,3435,1618,761779,6
Arunachal Pradesh,Total,2,449053,460219,5,901038,0,5741,330968,363422,2,37991,734971,0,82.0,3966,1196,7106,714478,306
Manipur,GEN,1,484125,524474,213,992359,0,9370,380991,422970,106,11252,793069,0,80.0,4409,4893,3760,797255,12
Maharashtra,SC,5,4914887,4597423,474,9493584,95,12314,3237900,2726724,139,20440,5817561,0,63.0,3538,3244,22421,5909464,223
Manipur,Total,2,997399,1044241,247,2089007,0,22099,748474,835819,119,17516,1614749,0,79.0,4826,7108,10950,1576247,12
Uttar Pradesh,SC,17,17647892,15221710,1252,33081250,63,55730,9988602,8602481,134,58526,18919936,0,57.0,9726,7913,153455,18434148,3
Punjab,Total,13,11308680,9980313,788,21652416,1604,106997,7026540,6289547,279,64717,13341091,13,63.0,9615,2383,66460,13400065,39
Kerala,SC,2,1268431,1396369,21,2707826,2535,9820,888124,978807,8,31890,1865482,9,71.0,4710,0,22208,1871381,21
Telangana,GEN,12,12428764,12222466,2019,24991833,3088,8565,8134666,7983295,626,151712,16213855,3,66.0,5769,9127,66007,16183215,52
Karnataka,SC,5,4756886,4671019,914,9308025,25,4659,3403027,3233847,202,28698,6581093,0,71.0,3799,1147,33113,6538973,25
Maharashtra,ST,4,3977154,3642488,274,7745560,236,7429,2713969,2388699,67,16330,5206278,0,69.0,1916,2697,61284,5016376,180
NCT OF Delhi,SC,1,1359743,1204028,259,2531629,27,1876,809216,667836,65,4980,1462942,0,57.0,330,2780,8873,1465167,17
Tripura,Total,2,1463958,1429823,70,2829429,0,10802,1175740,1127790,39,33486,2322121,0,81.0,3856,775,32515,2341683,2
Ladakh,GEN,1,98947,92815,0,189590,0,5820,64897,66274,0,2996,136604,0,71.0,136,0,928,135938,0
Karnataka,ST,2,1903806,1967786,576,3890190,35,774,1360717,1309059,110,8506,2676557,0,68.0,1127,4245,18076,2634202,1
Nagaland,Total,1,667493,672731,0,1333012,0,7857,380672,381500,0,6150,752616,0,57.0,2432,3324,1635,752509,6
Himachal Pradesh,Total,4,2858587,2793688,36,5690132,33,65134,1973926,2010804,27,81623,4063745,0,71.0,9533,1626,22929,4039925,33
Gujarat,SC,2,1891542,1761949,101,3626834,59,1168,1113207,913176,38,14758,2095087,0,56.0,1631,370,33012,1994283,8
Puducherry,GEN,1,482998,545363,151,1021097,362,322,375526,435295,105,3726,822645,20,80.0,260,3240,9690,796584,5
Karnataka,SC,5,4778760,4643719,899,9513922,26,4585,3413599,3237830,203,28929,6766296,0,71.0,3832,1133,32564,6716445,25
Karnataka,ST,2,1950585,1965818,565,3942691,35,756,1352978,1319548,112,8405,2702973,0,68.0,1138,4221,17597,2712954,1
Maharashtra,GEN,38,39075178,35938620,4916,76190543,4801,99820,25040273,21577059,1237,200891,45396742,17,61.0,24367,33237,334480,45297270,3764
Arunachal Pradesh,GEN,2,445130,451814,5,897478,0,5682,333551,362192,2,37934,719667,0,80.0,3940,1180,7098,722912,305
Dadra & Nagar Haveli and Daman & Diu,Total,2,218375,203918,0,422350,64,23,148767,145631,0,534,299034,0,72.0,76,0,6138,289923,3
Telangana,SC,3,2519288,2570186,541,5143754,335,3595,1798670,1791504,137,40606,3516332,0,69.0,1646,3589,18599,3519104,9
Chandigarh,Total,1,342137,316749,35,655101,43,748,231470,218204,27,825,456470,1,67.0,107,0,2969,446106,9
Himachal Pradesh,Total,4,2885375,2836087,34,5701939,35,65669,1956936,2001425,27,81799,4109441,0,71.0,9643,1618,23107,4064291,33
Madhya Pradesh,Total,29,29135105,27783352,1198,56007174,107,75277,19983234,17839457,580,123958,37680538,0,67.0,22951,8984,531603,37529768,162
Manipur,ST,1,528195,538752,35,1035679,0,12326,384743,408101,10,6100,810986,0,76.0,581,2384,7238,787019,0
Meghalaya,ST,2,1122372,1104771,3,2188715,5,3863,814526,897625,3,9463,1740901,0,76.0,1273,1832,17139,1714266,18
Jharkhand,ST,5,3733137,3858349,57,7415210,7,14093,2599931,2711319,18,56437,5427134,0,71.0,3810,9732,79601,5187952,3
Odisha,Total,21,16986692,16546421,3446,33512363,198,50961,12345103,12506540,807,153266,25673197,0,74.0,23378,65042,326321,25055196,670
Goa,GEN,2,575031,610193,12,1185328,83,298,423985,458121,9,11073,922511,0,77.0,895,0,11202,890912,22
Haryana,GEN,8,8567850,7492387,354,15999787,592,99190,5541123,4779403,57,56856,10261497,34,64.0,11698,5389,32763,10127678,80
Nagaland,Total,1,661560,653487,0,1338608,0,7790,372165,388648,0,6130,772089,0,59.0,2413,3445,1635,771436,6
Chandigarh,Total,1,342298,317630,35,670130,42,746,232966,212787,27,848,449908,1,67.0,109,0,2928,438569,9
Manipur,GEN,1,483248,514136,211,994826,0,9502,380857,422678,105,11419,812578,0,81.0,4357,4768,3788,797543,12
Telangana,Total,17,16581573,16981050,2813,32931513,3440,16064,10875934,10819233,847,222173,22116021,3,66.0,8756,14731,102473,22283581,70
NCT OF Delhi,GEN,6,6804393,5784657,983,12751877,625,10855,4029675,3461916,285,21747,7562933,0,59.0,1743,652,36273,7478899,110
Tamil Nadu,SC,7,5386124,5668792,1365,11187516,328,7671,3952530,4146378,434,52035,8022626,0,73.0,8423,23723,94405,7926936,81
Andaman & Nicobar Islands,Total,1,166855,152769,4,312947,0,596,105369,95702,2,605,205336,0,64.0,82,0,1778,198240,0
Jharkhand,GEN,8,8306454,7973393,362,16118055,121,25886,5142973,5362296,140,106078,10633900,0,65.0,6710,15522,92796,10339809,7
Andaman & Nicobar Islands,GEN,1,164106,150378,4,311025,0,599,106950,97269,2,617,199847,0,64.0,84,0,1775,200169,0
Jharkhand,GEN,8,8394846,7884233,358,16153903,122,26020,5206580,5202681,141,104702,10350519,0,66.0,6652,15537,90464,10634922,7
West Bengal,Total,41,38337840,37842441,1751,76587820,219,112779,30299931,29943844,567,292222,60285177,0,79.0,43739,27131,524231,59685821,258
West Bengal,ST,2,1779257,1789874,82,3620750,1,7747,1426242,1446781,27,16058,2917803,0,83.0,1983,1760,37007,2919636,35
Arunachal Pradesh,Total,2,435952,456038,5,892541,0,5726,327876,359715,2,36710,719088,0,80.0,3979,1166,7079,727270,308
Gujarat,Total,25,25074101,23541156,1472,48717135,892,27262,15940218,12957162,450,306406,29415393,2,61.0,31140,14874,453858,28183559,116
Goa,Total,2,576209,596952,12,1178182,84,300,425790,459860,9,11226,912534,0,76.0,875,0,11264,896144,22
Telangana,Total,17,16585693,16941067,2803,33005936,3497,16050,10720986,11118119,831,217278,21865975,3,67.0,8784,14716,106006,22200391,68
Haryana,SC,2,2051419,1824542,117,3965529,141,10430,1441018,1260629,27,7946,2720330,3,70.0,3114,0,10548,2734420,37
Tamil Nadu,SC,7,5399292,5707275,1371,11186708,327,7771,3878614,4111191,432,52761,8175170,0,71.0,8435,23712,94103,8091908,79
Lakshadweep,Total,1,29361,28257,0,58105,0,166,24240,24296,0,625,49685,0,86.0,47,0,131,50038,1
Gujarat,GEN,19,18662610,18081395,1269,36874230,776,23638,11673059,10003136,392,248581,22153550,2,60.0,25017,10132,323974,21422908,96
Bihar,GEN,34,34242840,31175336,1978,65683578,61,146820,18609578,19000919,118,132591,37200738,0,56.0,17909,8489,718205,36915250,1
Puducherry,GEN,1,475050,539760,149,1012542,361,327,375000,431111,104,3758,798848,20,80.0,257,3283,9933,803729,5
Bihar,GEN,34,34420531,30759797,1936,67003024,60,148984,18110123,18890395,116,133745,36968698,0,57.0,18146,8451,713140,36332282,1
Maharashtra,Total,48,47459169,44613421,5766,91329491,5014,115764,30838639,26702816,1470,238360,57174819,17,61.0,29781,39703,422595,56256760,4094
West Bengal,SC,10,9418344,9226280,398,18460382,9,31045,7856992,7423183,131,76213,15623749,0,83.0,12905,7257,139658,14917153,51
Andaman & Nicobar Islands,Total,1,165582,152625,4,314882,0,585,105289,97489,2,609,204056,0,64.0,82,0,1800,201421,0
Gujarat,ST,4,3775080,3809504,79,7732522,43,2413,2606197,2376524,25,42944,5042061,0,67.0,3651,4846,107688,5056931,9
Gujarat,SC,2,1882326,1770511,98,3661388,58,1171,1132611,916618,38,14864,2022643,0,57.0,1610,361,33158,2007331,8
Meghalaya,ST,2,1090142,1105904,3,2265160,5,3820,828628,890490,3,9194,1681283,0,76.0,1262,1841,16744,1691953,18
Dadra & Nagar Haveli and Daman & Diu,ST,1,150068,133327,0,280548,0,11,105016,98494,0,373,202992,0,73.0,36,0,5213,200680,0
Meghalaya,ST,2,1121616,1149537,3,2187503,5,3861,826891,873416,3,9226,1717819,0,76.0,1249,1827,16726,1663633,18
Rajasthan,Total,25,28141770,25296293,620,54156621,289,139692,17135795,15580823,330,375397,33522047,0,63.0,43511,3659,278979,32490826,667
Chhattisgarh,GEN,6,5944154,5976773,541,11853706,12,7542,4253033,4230609,132,21411,8631718,0,71.0,2413,12332,32370,8490955,143
Telangana,GEN,12,12193943,12493308,2058,25198728,3007,8574,7949177,7946488,620,152415,16124554,3,65.0,5920,8849,68270,16132801,52
Mizoram,ST,1,413130,444562,0,873452,0,4991,243902,241811,0,4628,500993,0,58.0,195,295,1885,493749,0
Assam,SC,1,692641,678728,24,1397138,0,5062,544849,532566,6,8323,1097803,0,80.0,1550,0,12886,1087389,0
Assam,SC,1,696691,690995,24,1354257,0,4893,538198,540100,6,8217,1073339,0,79.0,1551,0,12634,1072062,0
Odisha,ST,5,3801120,3932416,690,7760051,36,9262,2952077,3045289,203,36954,5902457,0,79.0,7201,18096,144340,5875332,529
Andhra Pradesh,GEN,20,16401129,16973944,2961,33112227,6716,57027,13110894,13869642,1346,405895,26961055,193,81.0,32987,73573,292719,26346467,169
Telangana,GEN,12,12461551,12565694,2034,25274928,3070,8595,7988925,7957180,625,153915,16378119,3,64.0,5766,9066,66689,16168879,54
Jharkhand,GEN,8,8391287,7865384,369,16064176,122,25064,5158326,5212397,141,106340,10674097,0,67.0,6673,15372,91142,10588103,7
Maharashtra,SC,5,4940724,4595752,484,9586323,96,12490,3178480,2700464,138,20118,5951568,0,63.0,3550,3242,21774,6015872,228
Haryana,Total,10,10638966,9409639,474,20386439,759,110063,6920093,5957103,84,64667,12844696,37,65.0,14468,5533,43619,13033738,119
Uttar Pradesh,SC,17,17535879,15561527,1246,32686299,65,54617,9845603,8870737,134,59395,18371458,0,57.0,9855,7909,157103,18782820,3
Telangana,SC,3,2527795,2568806,537,5069413,331,3475,1767987,1786259,139,41100,3649969,0,71.0,1625,3490,18612,3521117,9
Karnataka,ST,2,1924341,1947714,562,3861695,35,780,1332018,1356819,111,8309,2699386,0,68.0,1120,4112,17631,2718639,1
Assam,SC,1,697924,679896,24,1399863,0,4923,546472,530484,6,8281,1072577,0,80.0,1536,0,12736,1080049,0
Bihar,GEN,34,34736642,30922687,1906,65598170,60,146164,18272863,18959187,115,134323,36908313,0,57.0,18162,8602,739195,36093603,1
Rajasthan,Total,25,27898449,25437492,621,53478307,292,143596,17128966,15813672,338,375586,33026141,0,61.0,42983,3596,274403,33398401,683
Punjab,SC,4,3385921,3032231,201,6476070,308,28863,2062527,1887143,84,16191,3949796,5,60.0,1261,0,24059,3880472,9
Himachal Pradesh,Total,4,2966370,2795123,34,5658944,34,67003,1993508,2025701,27,81855,4033135,0,70.0,9410,1626,22820,4069242,33
Chhattisgarh,Total,11,10151176,10470770,739,20968858,15,19842,7645843,7586026,219,43049,14905328,0,73.0,6160,16440,133310,15134003,213
West Bengal,Total,43,38268480,37934401,1743,77643577,220,113256,30345330,30426122,566,290057,61381665,0,79.0,43451,26811,528743,58965833,264
Jammu and Kashmir,Total,5,4448416,4203477,168,8675128,0,76284,2715906,2373957,53,50634,5071703,0,58.0,8134,3481,34229,5181920,13
Haryana,SC,2,2055928,1869356,120,3964489,146,10470,1424233,1222431,27,7835,2665733,3,69.0,3078,0,10400,2681482,38
Haryana,SC,2,2110791,1833952,118,3931140,145,10450,1435098,1228576,27,8042,2672896,3,69.0,3135,0,10576,2725291,39
Chhattisgarh,GEN,6,5873234,5897363,544,11668654,12,7623,4306802,4186211,130,21020,8377178,0,73.0,2367,12245,32583,8597907,145
Maharashtra,Total,48,49289312,44897952,5731,93501616,5015,116627,30714943,26423388,1460,243624,57962410,17,62.0,29213,39282,410711,56514493,4069
Manipur,Total,2,983393,1032213,248,2010980,0,21826,767531,820308,118,17345,1626901,0,78.0,4908,7374,10938,1602282,12
Andaman & Nicobar Islands,GEN,1,165103,150001,4,321556,0,594,106090,95746,2,595,199091,0,65.0,83,0,1783,196902,0
Tamil Nadu,GEN,32,25303867,26323287,7129,51941303,3065,63386,17640147,18298048,2252,254474,36334394,0,68.0,37008,25070,381278,35120960,259
Chandigarh,Total,1,345985,321472,35,658596,44,733,236865,211850,27,841,447893,1,69.0,106,0,2900,443623,9
Chandigarh,Total,1,347791,315469,34,649762,44,756,235090,217453,27,849,452713,1,67.0,110,0,2906,446122,9
Chhattisgarh,Total,11,10402608,10287116,727,20586070,15,20011,7394441,7439009,215,44210,15014507,0,73.0,6058,16093,133429,14997973,211
Andhra Pradesh,ST,1,767065,790090,109,1585845,23,2499,550531,577310,0,22602,1186406,0,74.0,1345,0,51024,1107024,2
Grand Total,Grand Total,535,502850328,477534701,48556,988917899,120596,1953391,324313015,308732048,12845,4355916,636749180,2952,66.0,527745,524848,6297076,642478331,9497
Karnataka,SC,5,4755018,4629298,900,9373337,26,4644,3420852,3288535,197,28858,6698970,0,73.0,3799,1137,32516,6625836,25
Maharashtra,SC,5,5016913,4589137,468,9612192,97,12362,3209678,2727535,137,20620,5930803,0,62.0,3491,3150,22095,5991971,223
Chhattisgarh,ST,4,3389321,3498878,153,6866852,3,10487,2531991,2600312,71,16140,5164198,0,77.0,2848,2212,96674,5126396,47
Lakshadweep,ST,1,28870,28411,0,58934,0,169,24672,24581,0,606,49183,0,83.0,47,0,135,49094,1
Mizoram,ST,1,419225,444515,0,873248,0,4865,237221,244005,0,4634,486718,0,56.0,191,303,1877,486389,0
Manipur,ST,1,510796,532328,35,1070066,0,12348,381401,410350,10,5952,800825,0,75.0,576,2428,7314,789391,0
Madhya Pradesh,GEN,19,19079024,17768608,850,37266671,88,48525,12835236,11104230,384,85710,24889453,0,64.0,16548,7337,364354,24011000,101
Uttar Pradesh,SC,17,17656340,15242065,1229,32767797,64,55559,9691985,8636080,133,58418,18683179,0,57.0,9634,7922,156533,18409289,3
Dadra & Nagar Haveli and Daman & Diu,GEN,1,69047,66421,0,135705,63,12,43995,46618,0,167,92585,0,70.0,38,0,985,90242,3
Karnataka,Total,28,27361835,27324560,4993,55258635,3200,45786,19486476,18841371,1078,180105,39182535,0,70.0,28700,13369,220795,39015532,165
Odisha,Total,21,17217811,16647512,3409,34307546,195,49787,12674910,12677465,802,148734,25200960,0,76.0,23533,64463,331396,24668891,687
Rajasthan,GEN,18,20104378,18848565,452,38367012,202,117941,12561332,11633868,235,285415,24045699,0,62.0,33118,2963,189705,24249726,526
Kerala,GEN,18,12354989,12920342,343,24648715,87588,48035,8456695,9333813,142,222610,18452478,2641,74.0,29362,18717,139124,17777704,573
Goa,GEN,2,564680,607409,12,1162867,82,303,431722,461077,9,11335,915953,0,77.0,885,0,10996,892595,22
Assam,GEN,11,10547535,10408370,358,21003754,19,50077,8614203,8526290,62,100159,17339117,0,81.0,15639,23953,197764,16754314,119
Haryana,GEN,8,8694653,7608967,347,16026033,593,102436,5619586,4672216,58,57858,10249371,34,63.0,11459,5484,32313,10311918,81
Telangana,SC,3,2570492,2580056,532,5128090,326,3563,1774157,1747071,136,40338,3529764,0,68.0,1612,3510,18890,3529129,9
Uttarakhand,SC,1,706880,645282,5,1387305,4,29373,305241,353566,2,22387,686822,0,50.0,5934,497,17046,661072,1
Punjab,Total,13,11589728,10306086,765,21670833,1620,105372,7053075,6294167,284,63917,13316835,13,63.0,9487,2421,66055,13247565,41
Karnataka,Total,28,27310803,26898964,5041,55621846,3190,45908,19302581,19222596,1086,175344,38192263,0,69.0,28036,13720,222463,38331999,167
Himachal Pradesh,GEN,3,2246064,2147228,23,4384759,23,57119,1495150,1577899,19,68012,3049703,0,73.0,8805,1171,17344,3072649,25
Sikkim,Total,1,232263,229609,3,467910,0,2528,186404,184843,2,18526,389382,0,83.0,2632,995,2488,376126,16
Tamil Nadu,SC,7,5467262,5789116,1368,11156115,318,7830,3884288,4077740,439,52909,8048381,0,73.0,8575,23758,92823,7884339,79
Dadra & Nagar Haveli and Daman & Diu,ST,1,145945,136158,0,281623,0,11,107714,100526,0,361,207566,0,73.0,37,0,5104,201496,0
Uttarakhand,Total,5,4439071,3998150,297,8565452,48,93619,2383020,2383284,88,93680,4856041,0,59.0,20969,6724,52462,4752723,24
Jharkhand,ST,5,3670559,3737532,58,7562113,7,14388,2584506,2696438,18,57559,5239484,0,72.0,3826,9830,79979,5135353,3
Grand Total,Grand Total,541,507559393,469818161,47322,969870935,118300,1890753,334933482,308763987,12936,4342399,652033729,2909,66.0,525953,519813,6287609,645149539,9772
Uttar Pradesh,GEN,63,65933231,57334724,5371,121220548,787,248578,36809499,32703759,715,216759,70241106,0,57.0,29132,39330,485635,68756866,1115
Lakshadweep,ST,1,29050,28471,0,58099,0,168,24578,24593,0,611,49423,0,85.0,46,0,134,49772,1
Gujarat,ST,4,3784186,3723525,78,7566035,42,2435,2587456,2460977,25,43689,5020999,0,68.0,3635,4815,108067,5022552,9
Odisha,Total,21,17117968,16568997,3428,33407069,198,50156,12616110,12463773,780,148943,25248164,0,74.0,24061,63805,325854,24600317,682
Chhattisgarh,Total,11,10270951,10462254,726,21018111,15,20452,7489193,7385436,221,43046,14838284,0,73.0,6155,16428,137850,14938401,213
Chhattisgarh,ST,4,3352129,3452701,156,6842407,3,10485,2566456,2580920,71,16154,5244346,0,77.0,2785,2211,98597,5180327,46
Gujarat,SC,2,1866122,1771276,100,3740268,57,1166,1107922,928424,37,14892,2077960,0,57.0,1656,362,33231,2057351,8
Ladakh,Total,1,98214,92184,0,192322,0,5796,66354,66023,0,3034,134544,0,71.0,136,0,922,134142,0
West Bengal,Total,42,38226913,37201006,1762,76124542,218,116590,30409134,30410261,576,293490,60602088,0,79.0,43876,26355,523764,59090442,258
Madhya Pradesh,ST,6,6054869,5995496,195,12061637,4,7349,4419851,4106377,104,23119,8764417,0,72.0,4128,428,122538,8639076,40
Madhya Pradesh,SC,4,3932555,3543947,170,7554549,13,18785,2660177,2273185,79,17199,5018354,0,67.0,2528,1205,39485,4932041,21
Andhra Pradesh,ST,1,755103,787082,109,1532565,23,2496,566401,589572,0,23212,1180241,0,74.0,1352,0,49838,1126271,2
Dadra & Nagar Haveli and Daman & Diu,GEN,1,66916,65712,0,132540,65,12,44381,47135,0,167,93735,0,70.0,37,0,976,91196,3
Odisha,Total,21,16900441,16878518,3425,33946910,196,50548,12580458,12741285,800,148912,25166440,0,75.0,23421,63963,330280,25190512,681
Lakshadweep,Total,1,29623,27995,0,57153,0,167,24562,24594,0,624,50111,0,85.0,47,0,135,49658,1
Manipur,Total,2,1013408,1063818,249,2042919,0,21532,752362,813231,115,17466,1630769,0,80.0,4899,7217,11093,1553839,12
Assam,SC,1,683054,682310,24,1394530,0,5037,550295,533040,6,8226,1106648,0,79.0,1533,0,12857,1063991,0
Manipur,ST,1,508382,525401,35,1069845,0,12164,380114,403688,10,6027,815398,0,77.0,586,2398,7213,774954,0
Jharkhand,SC,1,1191029,1093393,1,2228249,0,5021,686480,690711,1,18012,1396098,0,63.0,1274,0,24167,1365470,0
Gujarat,ST,4,3780557,3809419,78,7644822,43,2436,2636425,2461425,25,43077,5017968,0,66.0,3557,4863,108130,4970246,9
Andhra Pradesh,GEN,20,16235209,17106261,2883,33701508,6808,55800,13299771,13880034,1346,406450,27534339,198,82.0,32564,75225,298797,27006920,168
Manipur,ST,1,522369,537610,35,1061760,0,12416,390085,403325,10,6076,813423,0,76.0,573,2414,7248,782206,0
Chhattisgarh,ST,4,3309800,3407125,157,6777182,3,10457,2594527,2610806,73,16655,5136159,0,75.0,2771,2214,96755,5082031,47
Haryana,SC,2,2109415,1869179,119,3949749,147,10383,1477455,1266827,27,7932,2682148,3,67.0,3160,0,10604,2660295,37
Maharashtra,SC,5,4887256,4675755,468,9604223,96,12284,3164461,2705523,139,20668,5927499,0,62.0,3525,3234,22399,5850615,226
Assam,ST,2,1190066,1173403,26,2425368,0,10693,955460,979539,6,19238,1929114,0,81.0,2636,15113,29650,1905740,6
Rajasthan,SC,4,4394404,3913882,132,8362191,14,19580,2491085,2057794,80,55674,4688919,0,57.0,7079,613,38443,4579146,56
Tripura,GEN,1,732552,724809,56,1460672,0,5915,607842,597973,35,20166,1232838,0,83.0,2960,0,14514,1178363,0
Andhra Pradesh,ST,1,767678,790004,110,1574149,23,2543,564955,587063,0,22872,1168604,0,75.0,1319,0,50425,1118379,2
Karnataka,ST,2,1898288,1990379,573,3921037,36,769,1371205,1354415,111,8573,2654122,0,70.0,1115,4244,17970,2640867,1
Nagaland,GEN,1,664691,653032,0,1299142,0,7800,380098,383635,0,5962,753457,0,59.0,2418,3372,1640,763298,6
Haryana,GEN,8,8512675,7717376,351,16493310,597,101047,5566360,4793378,57,58301,10542124,33,64.0,11708,5427,32446,10295924,81
Gujarat,ST,4,3892178,3726203,77,7579504,43,2499,2640366,2385126,25,42507,5118327,0,67.0,3553,4819,110309,4975770,9
